hyperparameters,k,accuracy,f1_0,f1_1,f1_2,f1_3,f1_4,f1_5,f1_6,f1_7,f1_8,f1_9
1,5,0.9944444444444445,1.0,1.0,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9696969696969697,1.0
1,5,0.9944444444444445,1.0,1.0,1.0,1.0,1.0,0.9743589743589743,1.0,1.0,1.0,0.9714285714285714
1,5,0.9944444444444445,1.0,1.0,1.0,1.0,1.0,0.972972972972973,1.0,1.0,1.0,0.9714285714285714
1,5,0.9888888888888889,1.0,0.972972972972973,1.0,1.0,0.9714285714285714,1.0,1.0,0.972972972972973,0.9714285714285714,1.0
1,5,0.9888888888888889,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,1.0,1.0,0.9714285714285714,0.9714285714285714
1,5,0.9666666666666667,1.0,0.972972972972973,0.9714285714285714,0.972972972972973,1.0,0.9714285714285714,1.0,0.9714285714285714,0.918918918918919,0.8888888888888888
1,5,0.9776536312849162,1.0,0.972972972972973,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9696969696969697,0.9714285714285714
1,5,0.9832402234636871,1.0,1.0,1.0,0.9473684210526315,0.9714285714285714,1.0,1.0,1.0,0.9714285714285714,0.9444444444444444
1,5,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,1.0,0.9714285714285714
1,6,0.9833333333333333,1.0,0.972972972972973,1.0,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,1.0,0.9714285714285714
1,6,0.9944444444444445,1.0,1.0,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9696969696969697,1.0
1,6,0.9944444444444445,1.0,1.0,1.0,1.0,1.0,0.9743589743589743,1.0,1.0,1.0,0.9714285714285714
1,6,0.9944444444444445,1.0,1.0,1.0,1.0,1.0,0.972972972972973,1.0,1.0,1.0,0.9714285714285714
1,6,0.9888888888888889,1.0,0.972972972972973,1.0,1.0,0.9714285714285714,1.0,1.0,0.972972972972973,0.9714285714285714,1.0
1,6,0.9888888888888889,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,1.0,1.0,0.9714285714285714,0.9714285714285714
1,6,0.9666666666666667,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.918918918918919,0.8888888888888888
1,6,0.9776536312849162,1.0,0.972972972972973,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9696969696969697,0.9714285714285714
1,6,0.9832402234636871,1.0,1.0,1.0,0.9473684210526315,0.9714285714285714,1.0,1.0,1.0,0.9714285714285714,0.9444444444444444
1,6,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,1.0,0.9714285714285714
1,7,0.9833333333333333,1.0,0.972972972972973,1.0,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,1.0,0.9714285714285714
1,7,0.9944444444444445,1.0,1.0,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9696969696969697,1.0
1,7,0.9944444444444445,1.0,1.0,1.0,1.0,1.0,0.9743589743589743,1.0,1.0,1.0,0.9714285714285714
1,7,0.9944444444444445,1.0,1.0,1.0,1.0,1.0,0.972972972972973,1.0,1.0,1.0,0.9714285714285714
1,7,0.9777777777777777,1.0,0.972972972972973,1.0,0.9714285714285714,0.9714285714285714,0.9714285714285714,1.0,0.972972972972973,0.9444444444444444,0.972972972972973
1,7,0.9888888888888889,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,1.0,1.0,0.9714285714285714,0.9714285714285714
1,7,0.9722222222222222,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.9444444444444444,0.918918918918919
1,7,0.9720670391061452,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9375,0.9714285714285714
1,7,0.9776536312849162,1.0,1.0,1.0,0.918918918918919,0.9714285714285714,0.972972972972973,1.0,1.0,0.9714285714285714,0.9444444444444444
1,7,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,0.9696969696969697,1.0
1,8,0.9833333333333333,1.0,0.972972972972973,1.0,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,1.0,0.9714285714285714
1,8,0.9888888888888889,1.0,0.972972972972973,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9375,1.0
1,8,0.9944444444444445,1.0,1.0,1.0,1.0,1.0,0.9743589743589743,1.0,1.0,1.0,0.9714285714285714
1,8,0.9944444444444445,1.0,1.0,1.0,1.0,1.0,0.972972972972973,1.0,1.0,1.0,0.9714285714285714
1,8,0.9888888888888889,1.0,1.0,1.0,1.0,0.9714285714285714,0.9714285714285714,1.0,0.972972972972973,1.0,0.972972972972973
1,8,0.9944444444444445,1.0,0.972972972972973,1.0,1.0,1.0,1.0,1.0,1.0,0.9714285714285714,1.0
1,8,0.9666666666666667,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.918918918918919,0.8888888888888888
1,8,0.9720670391061452,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9375,0.9714285714285714
1,8,0.9832402234636871,1.0,1.0,1.0,0.9473684210526315,0.9714285714285714,0.972972972972973,1.0,1.0,0.9714285714285714,0.9714285714285714
1,8,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,0.9696969696969697,1.0
1,9,0.9833333333333333,1.0,0.972972972972973,1.0,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,1.0,0.9714285714285714
1,9,0.9833333333333333,1.0,0.972972972972973,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,1.0,0.9375,0.972972972972973
1,9,0.9888888888888889,1.0,0.972972972972973,1.0,1.0,1.0,0.9743589743589743,1.0,1.0,0.9696969696969697,0.9714285714285714
1,9,0.9944444444444445,1.0,1.0,1.0,1.0,1.0,0.972972972972973,1.0,1.0,1.0,0.9714285714285714
1,9,0.9777777777777777,1.0,0.972972972972973,1.0,0.9714285714285714,0.9714285714285714,0.9714285714285714,1.0,0.972972972972973,0.9444444444444444,0.972972972972973
1,9,0.9888888888888889,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,1.0
1,9,0.9666666666666667,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.918918918918919,0.8888888888888888
1,9,0.9720670391061452,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9375,0.9714285714285714
1,9,0.9888268156424581,1.0,1.0,1.0,0.972972972972973,0.9714285714285714,0.972972972972973,1.0,1.0,0.9714285714285714,1.0
1,9,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,0.9696969696969697,1.0
1,10,0.9888888888888889,1.0,0.972972972972973,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.972972972972973,1.0,1.0
1,10,0.9888888888888889,1.0,0.972972972972973,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9375,1.0
1,10,0.9888888888888889,1.0,0.972972972972973,1.0,1.0,1.0,0.9743589743589743,1.0,1.0,0.9696969696969697,0.9714285714285714
1,10,0.9944444444444445,1.0,1.0,1.0,1.0,1.0,0.972972972972973,1.0,1.0,1.0,0.9714285714285714
1,10,0.9833333333333333,1.0,1.0,1.0,0.9714285714285714,0.9714285714285714,0.9714285714285714,1.0,0.972972972972973,0.972972972972973,0.972972972972973
1,10,0.9888888888888889,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,1.0
1,10,0.9666666666666667,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.918918918918919,0.8888888888888888
1,10,0.9720670391061452,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9375,0.9714285714285714
1,10,0.9888268156424581,1.0,1.0,1.0,0.972972972972973,0.9714285714285714,0.972972972972973,1.0,1.0,0.9714285714285714,1.0
1,10,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,0.9696969696969697,1.0
1,11,0.9833333333333333,1.0,0.972972972972973,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.972972972972973,0.9714285714285714,0.9714285714285714
1,11,0.9888888888888889,1.0,0.972972972972973,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9375,1.0
1,11,0.9888888888888889,1.0,0.972972972972973,1.0,1.0,1.0,0.9743589743589743,1.0,1.0,0.9696969696969697,0.9714285714285714
1,11,0.9833333333333333,1.0,0.972972972972973,0.9714285714285714,1.0,0.972972972972973,0.9444444444444444,1.0,1.0,1.0,0.9714285714285714
1,11,0.9833333333333333,1.0,1.0,1.0,0.9714285714285714,0.9714285714285714,0.9714285714285714,1.0,0.972972972972973,0.972972972972973,0.972972972972973
1,11,0.9833333333333333,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,0.9714285714285714
1,11,0.9722222222222222,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.9444444444444444,0.918918918918919
1,11,0.9720670391061452,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9375,0.9714285714285714
1,11,0.9888268156424581,1.0,1.0,1.0,0.972972972972973,0.9714285714285714,0.972972972972973,1.0,1.0,0.9714285714285714,1.0
1,11,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,0.9696969696969697,1.0
1,12,0.9833333333333333,1.0,0.972972972972973,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.972972972972973,0.9714285714285714,0.9714285714285714
1,12,0.9888888888888889,1.0,0.972972972972973,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9375,1.0
1,12,0.9888888888888889,1.0,0.972972972972973,1.0,1.0,1.0,0.9743589743589743,1.0,1.0,0.9696969696969697,0.9714285714285714
1,12,0.9833333333333333,1.0,0.972972972972973,0.9714285714285714,1.0,0.972972972972973,0.9444444444444444,1.0,1.0,1.0,0.9714285714285714
1,12,0.9888888888888889,1.0,1.0,1.0,1.0,0.9714285714285714,0.9714285714285714,1.0,0.972972972972973,1.0,0.972972972972973
1,12,0.9833333333333333,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,0.9714285714285714
1,12,0.9722222222222222,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.9444444444444444,0.918918918918919
1,12,0.9720670391061452,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9375,0.9714285714285714
1,12,0.9888268156424581,1.0,1.0,1.0,0.972972972972973,0.9714285714285714,0.972972972972973,1.0,1.0,0.9714285714285714,1.0
1,12,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,0.9696969696969697,1.0
1,13,0.9833333333333333,1.0,0.972972972972973,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.972972972972973,0.9714285714285714,0.9714285714285714
1,13,0.9888888888888889,1.0,0.972972972972973,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9375,1.0
1,13,0.9888888888888889,1.0,0.972972972972973,1.0,1.0,1.0,0.9743589743589743,1.0,1.0,0.9696969696969697,0.9714285714285714
1,13,0.9833333333333333,1.0,0.972972972972973,0.9714285714285714,1.0,0.972972972972973,0.9444444444444444,1.0,1.0,1.0,0.9714285714285714
1,13,0.9888888888888889,1.0,1.0,1.0,1.0,0.9714285714285714,0.9714285714285714,1.0,0.972972972972973,1.0,0.972972972972973
1,13,0.9833333333333333,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,0.9714285714285714
1,13,0.9722222222222222,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.9444444444444444,0.918918918918919
1,13,0.9720670391061452,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9375,0.9714285714285714
1,13,0.9888268156424581,1.0,1.0,1.0,0.972972972972973,0.9714285714285714,0.972972972972973,1.0,1.0,0.9714285714285714,1.0
1,13,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,0.9696969696969697,1.0
1,14,0.9833333333333333,1.0,0.972972972972973,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.972972972972973,0.9714285714285714,0.9714285714285714
1,14,0.9888888888888889,1.0,0.972972972972973,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9375,1.0
1,14,0.9944444444444445,1.0,1.0,1.0,1.0,1.0,0.9743589743589743,1.0,1.0,1.0,0.9714285714285714
1,14,0.9833333333333333,1.0,0.972972972972973,0.9714285714285714,1.0,0.972972972972973,0.9444444444444444,1.0,1.0,1.0,0.9714285714285714
1,14,0.9833333333333333,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.9714285714285714,1.0,0.972972972972973,0.9714285714285714,0.972972972972973
1,14,0.9833333333333333,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,1.0,0.9411764705882353,0.9714285714285714
1,14,0.9666666666666667,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.918918918918919,0.8888888888888888
1,14,0.9720670391061452,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9375,0.9714285714285714
1,14,0.9888268156424581,1.0,1.0,1.0,0.972972972972973,0.9714285714285714,0.972972972972973,1.0,1.0,0.9714285714285714,1.0
1,14,0.994413407821229,1.0,1.0,1.0,0.9743589743589743,1.0,1.0,1.0,1.0,0.9696969696969697,1.0
1,15,0.9777777777777777,1.0,0.972972972972973,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.972972972972973,0.9411764705882353,0.9444444444444444
1,15,0.9888888888888889,1.0,0.972972972972973,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9375,1.0
1,15,0.9777777777777777,1.0,0.9444444444444444,1.0,1.0,1.0,0.9743589743589743,0.972972972972973,0.972972972972973,0.9696969696969697,0.9411764705882353
1,15,0.9777777777777777,1.0,0.972972972972973,0.9714285714285714,1.0,0.972972972972973,0.9142857142857143,1.0,1.0,1.0,0.9444444444444444
1,15,0.9833333333333333,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.9714285714285714,1.0,0.972972972972973,0.9714285714285714,0.972972972972973
1,15,0.9777777777777777,1.0,0.9,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,0.9714285714285714
1,15,0.9666666666666667,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.918918918918919,0.8888888888888888
1,15,0.9720670391061452,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9375,0.9714285714285714
1,15,0.9832402234636871,1.0,1.0,1.0,0.972972972972973,0.9714285714285714,0.972972972972973,1.0,0.972972972972973,0.9411764705882353,1.0
1,15,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,0.9696969696969697,1.0
1,16,0.9777777777777777,1.0,1.0,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.972972972972973,0.9142857142857143,0.9444444444444444
1,16,0.9833333333333333,0.972972972972973,0.972972972972973,0.9714285714285714,0.972972972972973,1.0,1.0,1.0,1.0,0.9375,1.0
1,16,0.9888888888888889,1.0,0.9714285714285714,1.0,1.0,1.0,0.9743589743589743,0.972972972972973,1.0,1.0,0.9714285714285714
1,16,0.9833333333333333,1.0,0.972972972972973,0.9714285714285714,1.0,0.972972972972973,0.9444444444444444,1.0,1.0,1.0,0.9714285714285714
1,16,0.9833333333333333,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.9714285714285714,1.0,0.972972972972973,0.9714285714285714,0.972972972972973
1,16,0.9833333333333333,1.0,0.9230769230769231,1.0,1.0,1.0,1.0,1.0,1.0,0.9090909090909091,1.0
1,16,0.9666666666666667,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.918918918918919,0.8888888888888888
1,16,0.9720670391061452,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9375,0.9714285714285714
1,16,0.9832402234636871,1.0,1.0,1.0,0.972972972972973,0.9714285714285714,0.972972972972973,1.0,0.972972972972973,0.9411764705882353,1.0
1,16,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,0.9696969696969697,1.0
1,17,0.9777777777777777,1.0,1.0,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.972972972972973,0.9142857142857143,0.9444444444444444
1,17,0.9888888888888889,1.0,0.972972972972973,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9375,1.0
1,17,0.9777777777777777,1.0,0.9444444444444444,1.0,1.0,1.0,0.9743589743589743,0.972972972972973,0.972972972972973,0.9696969696969697,0.9411764705882353
1,17,0.9833333333333333,1.0,0.972972972972973,0.9714285714285714,1.0,0.972972972972973,0.9444444444444444,1.0,1.0,1.0,0.9714285714285714
1,17,0.9833333333333333,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.9714285714285714,1.0,0.972972972972973,0.9714285714285714,0.972972972972973
1,17,0.9722222222222222,1.0,0.9,1.0,0.9714285714285714,1.0,1.0,1.0,1.0,0.8823529411764706,0.9714285714285714
1,17,0.9666666666666667,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.918918918918919,0.8888888888888888
1,17,0.9720670391061452,1.0,0.9473684210526315,1.0,0.9473684210526315,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9375,0.9714285714285714
1,17,0.9776536312849162,1.0,1.0,1.0,0.972972972972973,0.9411764705882353,0.972972972972973,1.0,0.972972972972973,0.9411764705882353,0.972972972972973
1,17,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,0.9696969696969697,1.0
1,18,0.9777777777777777,1.0,1.0,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.972972972972973,0.9142857142857143,0.9444444444444444
1,18,0.9888888888888889,1.0,0.972972972972973,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9375,1.0
1,18,0.9833333333333333,1.0,0.9714285714285714,1.0,1.0,1.0,0.9743589743589743,0.972972972972973,0.972972972972973,1.0,0.9411764705882353
1,18,0.9777777777777777,1.0,0.972972972972973,0.9714285714285714,1.0,0.972972972972973,0.9142857142857143,1.0,1.0,1.0,0.9444444444444444
1,18,0.9833333333333333,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.9714285714285714,1.0,0.972972972972973,0.9714285714285714,0.972972972972973
1,18,0.9777777777777777,1.0,0.9230769230769231,1.0,0.9714285714285714,1.0,1.0,1.0,1.0,0.8823529411764706,1.0
1,18,0.9666666666666667,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.918918918918919,0.8888888888888888
1,18,0.9664804469273743,1.0,0.9473684210526315,1.0,0.918918918918919,1.0,0.9714285714285714,0.972972972972973,0.9473684210526315,0.9375,0.9714285714285714
1,18,0.9776536312849162,1.0,1.0,1.0,0.972972972972973,0.9411764705882353,0.972972972972973,1.0,0.972972972972973,0.9411764705882353,0.972972972972973
1,18,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,0.9696969696969697,1.0
1,19,0.9833333333333333,1.0,1.0,1.0,1.0,0.972972972972973,1.0,1.0,0.972972972972973,0.9411764705882353,0.9444444444444444
1,19,0.9888888888888889,1.0,0.972972972972973,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9375,1.0
1,19,0.9833333333333333,1.0,0.9714285714285714,1.0,1.0,1.0,0.9743589743589743,0.972972972972973,0.972972972972973,1.0,0.9411764705882353
1,19,0.9777777777777777,1.0,0.972972972972973,0.9714285714285714,1.0,0.972972972972973,0.9142857142857143,1.0,1.0,1.0,0.9444444444444444
1,19,0.9777777777777777,1.0,0.972972972972973,0.972972972972973,1.0,0.9714285714285714,0.9714285714285714,1.0,0.972972972972973,0.9411764705882353,0.972972972972973
1,19,0.9777777777777777,1.0,0.9230769230769231,1.0,0.9714285714285714,1.0,1.0,1.0,1.0,0.8823529411764706,1.0
1,19,0.9722222222222222,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9444444444444444,0.9444444444444444,0.918918918918919
1,19,0.9664804469273743,1.0,0.9473684210526315,1.0,0.918918918918919,1.0,0.9714285714285714,0.972972972972973,0.9473684210526315,0.9375,0.9714285714285714
1,19,0.9776536312849162,1.0,1.0,1.0,0.972972972972973,0.9411764705882353,0.972972972972973,1.0,0.972972972972973,0.9411764705882353,0.972972972972973
1,19,0.9888268156424581,1.0,1.0,1.0,0.9473684210526315,1.0,1.0,1.0,0.972972972972973,0.9696969696969697,1.0
1,20,0.9777777777777777,1.0,1.0,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.972972972972973,0.9142857142857143,0.9444444444444444
1,20,0.9833333333333333,0.972972972972973,0.972972972972973,0.9714285714285714,0.972972972972973,1.0,1.0,1.0,1.0,0.9375,1.0
1,20,0.9833333333333333,1.0,0.9714285714285714,1.0,1.0,1.0,0.9743589743589743,0.972972972972973,0.972972972972973,1.0,0.9411764705882353
1,20,0.9777777777777777,1.0,0.972972972972973,0.9714285714285714,1.0,0.972972972972973,0.9142857142857143,1.0,1.0,1.0,0.9444444444444444
