hyperparameters,ntree,accuracy,f1_0,f1_1
minimal_size_for_split=2,2,0.9291338582677166,0.9153605015673981,0.9390519187358917
minimal_size_for_split=10,2,0.9291338582677166,0.9153605015673981,0.9390519187358917
minimal_size_for_split=5,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=2,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=10,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=5,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=20,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=2,2,0.9291338582677166,0.9153605015673981,0.9390519187358917
minimal_size_for_split=10,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=10,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=10,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=5,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=2,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=5,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=5,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=2,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=2,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=10,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=2,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=5,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=10,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=5,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=20,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=10,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=10,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=2,2,0.9343832020997376,0.9216300940438872,0.9435665914221218
minimal_size_for_split=10,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=5,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=2,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=5,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=5,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=2,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=2,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=10,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=2,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=5,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=10,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=5,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=20,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=10,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=10,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=5,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=2,2,0.8871391076115486,0.8716417910447761,0.8992974238875878
minimal_size_for_split=5,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=2,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=5,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=2,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=2,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=10,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=2,2,0.9028871391076115,0.8875379939209727,0.9145496535796767
minimal_size_for_split=10,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=2,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=5,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=5,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=10,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=10,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=5,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=5,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=2,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=10,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=5,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=2,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=2,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=20,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=10,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=2,5,0.937007874015748,0.9281437125748503,0.9439252336448598
minimal_size_for_split=10,5,0.9291338582677166,0.9158878504672897,0.9387755102040817
minimal_size_for_split=2,5,0.9291338582677166,0.9158878504672897,0.9387755102040817
minimal_size_for_split=5,5,0.9291338582677166,0.9158878504672897,0.9387755102040817
minimal_size_for_split=5,5,0.9291338582677166,0.9158878504672897,0.9387755102040817
minimal_size_for_split=10,5,0.9291338582677166,0.9158878504672897,0.9387755102040817
minimal_size_for_split=10,5,0.9291338582677166,0.9158878504672897,0.9387755102040817
minimal_size_for_split=5,5,0.9291338582677166,0.9158878504672897,0.9387755102040817
minimal_size_for_split=5,5,0.9291338582677166,0.9158878504672897,0.9387755102040817
minimal_size_for_split=2,5,0.9291338582677166,0.9158878504672897,0.9387755102040817
