hyperparameters,ntree,accuracy,f1_0,f1_1,f1_2,f1_3,f1_4,f1_5,f1_6,f1_7,f1_8,f1_9
minimal_size_for_split=50,100,0.95,0.972972972972973,0.918918918918919,0.972972972972973,0.9444444444444444,0.9714285714285714,0.926829268292683,1.0,0.9714285714285714,0.875,0.9411764705882353
minimal_size_for_split=20,1,0.7333333333333333,0.7272727272727273,0.8,0.7878787878787878,0.6511627906976745,0.8648648648648649,0.7428571428571429,0.6818181818181818,0.875,0.6486486486486487,0.5806451612903226
minimal_size_for_split=10,1,0.7333333333333333,0.918918918918919,0.5945945945945946,0.7222222222222222,0.6666666666666666,0.8947368421052632,0.48484848484848486,0.8235294117647058,0.7777777777777778,0.7027027027027027,0.7222222222222222
minimal_size_for_split=40,1,0.7055555555555556,0.8387096774193549,0.6363636363636364,0.8823529411764706,0.6666666666666666,0.7804878048780488,0.6666666666666666,0.6875,0.75,0.5581395348837209,0.65
minimal_size_for_split=30,1,0.7444444444444445,0.8108108108108109,0.5806451612903226,0.7441860465116279,0.75,0.7894736842105263,0.75,0.7894736842105263,0.9142857142857143,0.6,0.7058823529411765
minimal_size_for_split=50,1,0.7,0.85,0.717948717948718,0.6666666666666666,0.7804878048780488,0.5454545454545454,0.8125,0.75,0.8,0.375,0.5925925925925926
minimal_size_for_split=5,2,0.7222222222222222,0.7804878048780488,0.7777777777777778,0.7777777777777778,0.6111111111111112,0.8823529411764706,0.6875,0.7777777777777778,0.6666666666666666,0.4117647058823529,0.8333333333333334
minimal_size_for_split=10,2,0.7111111111111111,0.9230769230769231,0.6842105263157895,0.5142857142857142,0.4444444444444444,0.8484848484848485,0.7741935483870968,0.7878787878787878,0.8333333333333334,0.5714285714285714,0.7567567567567568
minimal_size_for_split=20,2,0.7,0.8780487804878049,0.6428571428571429,0.6486486486486487,0.7272727272727273,0.8205128205128205,0.6111111111111112,0.6666666666666666,0.918918918918919,0.5416666666666666,0.5
minimal_size_for_split=30,2,0.7555555555555555,0.8823529411764706,0.7878787878787878,0.7647058823529411,0.6857142857142857,0.7804878048780488,0.717948717948718,0.7222222222222222,0.8888888888888888,0.6666666666666666,0.6666666666666666
minimal_size_for_split=40,2,0.7388888888888889,0.8823529411764706,0.5789473684210527,0.8235294117647058,0.6666666666666666,0.8333333333333334,0.875,0.7441860465116279,0.7647058823529411,0.5641025641025641,0.7096774193548387
minimal_size_for_split=50,2,0.6777777777777778,0.8648648648648649,0.5789473684210527,0.6956521739130435,0.5853658536585366,0.7333333333333333,0.7741935483870968,0.6829268292682927,0.7333333333333333,0.5161290322580645,0.6285714285714286
minimal_size_for_split=2,10,0.6055555555555555,0.3364485981308411,0.8,0.8,0.6666666666666666,0.7142857142857143,0.6896551724137931,0.875,0.6153846153846154,0.45454545454545453,0.7586206896551724
minimal_size_for_split=5,5,0.8888888888888888,1.0,0.875,0.918918918918919,0.8947368421052632,0.8947368421052632,0.9444444444444444,0.9444444444444444,0.918918918918919,0.7027027027027027,0.7878787878787878
minimal_size_for_split=10,100,0.9777777777777777,1.0,0.9444444444444444,0.972972972972973,1.0,1.0,0.9743589743589743,1.0,0.9714285714285714,0.9411764705882353,0.9714285714285714
minimal_size_for_split=2,1,0.4777777777777778,0.3106796116504854,0.38461538461538464,0.6857142857142857,0.6451612903225806,0.5517241379310345,0.4827586206896552,0.6896551724137931,0.6153846153846154,0.48,0.2962962962962963
minimal_size_for_split=20,5,0.8555555555555555,0.9714285714285714,0.7692307692307693,0.9142857142857143,0.8108108108108109,0.8648648648648649,0.972972972972973,0.8888888888888888,0.9411764705882353,0.7222222222222222,0.7058823529411765
minimal_size_for_split=30,5,0.8555555555555555,0.9230769230769231,0.7777777777777778,0.8421052631578947,0.8648648648648649,0.9142857142857143,0.7567567567567568,0.9142857142857143,0.9411764705882353,0.7777777777777778,0.8484848484848485
minimal_size_for_split=40,5,0.8277777777777777,0.9444444444444444,0.7777777777777778,0.8717948717948718,0.7317073170731707,0.8648648648648649,0.8648648648648649,0.918918918918919,0.875,0.6,0.8
minimal_size_for_split=50,5,0.8611111111111112,0.9473684210526315,0.75,0.7878787878787878,0.8947368421052632,0.9411764705882353,0.9142857142857143,0.918918918918919,0.8648648648648649,0.7727272727272727,0.8125
minimal_size_for_split=10,5,0.8833333333333333,1.0,0.8648648648648649,0.8421052631578947,0.8717948717948718,0.918918918918919,0.8947368421052632,0.9142857142857143,0.9090909090909091,0.7272727272727273,0.8823529411764706
minimal_size_for_split=10,10,0.9222222222222223,1.0,0.8888888888888888,0.8717948717948718,0.8648648648648649,0.9473684210526315,0.9444444444444444,0.8888888888888888,1.0,0.8823529411764706,0.9411764705882353
minimal_size_for_split=20,10,0.9277777777777778,0.9473684210526315,0.8780487804878049,0.9090909090909091,0.918918918918919,0.9714285714285714,0.9444444444444444,0.9444444444444444,0.9714285714285714,0.8888888888888888,0.9090909090909091
minimal_size_for_split=30,10,0.8888888888888888,0.972972972972973,0.8421052631578947,0.8421052631578947,0.8333333333333334,0.9714285714285714,0.8947368421052632,0.9142857142857143,0.9714285714285714,0.8571428571428571,0.7878787878787878
minimal_size_for_split=40,10,0.8944444444444445,0.972972972972973,0.8333333333333334,0.8421052631578947,0.8235294117647058,0.918918918918919,0.8947368421052632,0.9473684210526315,0.9714285714285714,0.8571428571428571,0.875
minimal_size_for_split=50,10,0.8944444444444445,0.972972972972973,0.8648648648648649,0.9411764705882353,0.9142857142857143,0.918918918918919,0.8235294117647058,0.8888888888888888,0.918918918918919,0.8292682926829268,0.875
minimal_size_for_split=5,10,0.9333333333333333,0.972972972972973,0.8648648648648649,0.9444444444444444,0.9411764705882353,0.9444444444444444,0.9444444444444444,0.9142857142857143,0.9714285714285714,0.9,0.9411764705882353
minimal_size_for_split=2,2,0.42777777777777776,0.3063063063063063,0.5333333333333333,0.4166666666666667,0.5517241379310345,0.5,0.4,0.35714285714285715,0.6153846153846154,0.5142857142857142,0.4166666666666667
minimal_size_for_split=10,20,0.9388888888888889,0.972972972972973,0.9714285714285714,1.0,0.8947368421052632,0.9444444444444444,0.9473684210526315,0.9444444444444444,0.9444444444444444,0.918918918918919,0.8387096774193549
minimal_size_for_split=5,20,0.9666666666666667,0.9473684210526315,0.9714285714285714,0.9714285714285714,0.9444444444444444,0.9714285714285714,1.0,0.972972972972973,1.0,0.8947368421052632,1.0
minimal_size_for_split=30,20,0.9333333333333333,0.9230769230769231,0.9714285714285714,0.8823529411764706,0.8888888888888888,0.9714285714285714,0.972972972972973,0.972972972972973,0.9444444444444444,0.918918918918919,0.8823529411764706
minimal_size_for_split=20,20,0.9222222222222223,0.9473684210526315,0.8333333333333334,0.9444444444444444,0.8823529411764706,0.918918918918919,0.9444444444444444,0.9444444444444444,0.9714285714285714,0.8947368421052632,0.9411764705882353
minimal_size_for_split=40,20,0.9222222222222223,0.972972972972973,0.8888888888888888,0.918918918918919,0.8648648648648649,0.9714285714285714,0.9473684210526315,0.9444444444444444,0.9444444444444444,0.9142857142857143,0.8484848484848485
minimal_size_for_split=50,20,0.9166666666666666,0.9,0.9444444444444444,0.8888888888888888,0.9411764705882353,0.9714285714285714,0.8947368421052632,0.9473684210526315,0.9714285714285714,0.8888888888888888,0.8125
minimal_size_for_split=5,100,0.9777777777777777,1.0,0.9444444444444444,0.972972972972973,1.0,1.0,0.9743589743589743,1.0,0.9714285714285714,0.9411764705882353,0.9714285714285714
minimal_size_for_split=2,10,0.5888888888888889,0.3302752293577982,0.7586206896551724,0.7142857142857143,0.7142857142857143,0.6666666666666666,0.6428571428571429,0.7586206896551724,0.7142857142857143,0.6153846153846154,0.7142857142857143
minimal_size_for_split=10,50,0.95,0.972972972972973,0.9444444444444444,0.9714285714285714,0.8947368421052632,0.9714285714285714,0.9444444444444444,0.972972972972973,1.0,0.8947368421052632,0.9411764705882353
minimal_size_for_split=20,50,0.9611111111111111,0.972972972972973,0.9714285714285714,0.9714285714285714,0.9444444444444444,0.9714285714285714,0.972972972972973,0.972972972972973,0.918918918918919,0.9444444444444444,0.9714285714285714
minimal_size_for_split=30,50,0.95,0.9473684210526315,1.0,0.9411764705882353,0.9142857142857143,0.9714285714285714,0.9473684210526315,0.972972972972973,0.9714285714285714,0.918918918918919,0.9142857142857143
minimal_size_for_split=50,50,0.9611111111111111,0.9473684210526315,0.9473684210526315,0.9411764705882353,0.9411764705882353,0.9714285714285714,1.0,0.972972972972973,0.9714285714285714,0.9473684210526315,0.9714285714285714
minimal_size_for_split=40,50,0.9277777777777778,0.9473684210526315,0.9444444444444444,0.8823529411764706,0.8888888888888888,0.9444444444444444,0.9473684210526315,0.9444444444444444,0.9444444444444444,0.9444444444444444,0.8823529411764706
minimal_size_for_split=2,5,0.5611111111111111,0.32432432432432434,0.7333333333333333,0.6153846153846154,0.7333333333333333,0.7586206896551724,0.56,0.5925925925925926,0.875,0.48,0.56
minimal_size_for_split=5,50,0.9777777777777777,0.972972972972973,1.0,0.972972972972973,0.9444444444444444,0.9714285714285714,1.0,0.972972972972973,0.9714285714285714,0.9714285714285714,1.0
minimal_size_for_split=20,100,0.9611111111111111,0.972972972972973,0.972972972972973,0.9714285714285714,0.9230769230769231,0.9714285714285714,0.972972972972973,0.972972972972973,0.9714285714285714,0.9714285714285714,0.9090909090909091
minimal_size_for_split=30,100,0.95,0.9473684210526315,0.9714285714285714,0.9444444444444444,0.9142857142857143,0.9714285714285714,0.9473684210526315,0.972972972972973,0.9444444444444444,0.9444444444444444,0.9411764705882353
minimal_size_for_split=10,100,0.9666666666666667,0.972972972972973,0.972972972972973,0.9714285714285714,0.9444444444444444,0.9714285714285714,1.0,0.972972972972973,0.9714285714285714,0.918918918918919,0.9714285714285714
minimal_size_for_split=50,100,0.9444444444444444,0.9473684210526315,0.9411764705882353,0.9714285714285714,0.918918918918919,0.9714285714285714,0.9473684210526315,0.972972972972973,0.9714285714285714,0.918918918918919,0.8823529411764706
minimal_size_for_split=40,100,0.9333333333333333,0.972972972972973,0.8947368421052632,0.9411764705882353,0.9444444444444444,0.9714285714285714,0.9473684210526315,0.9142857142857143,0.9714285714285714,0.8947368421052632,0.8823529411764706
minimal_size_for_split=5,1,0.7111111111111111,0.7428571428571429,0.8421052631578947,0.8,0.5945945945945946,0.8108108108108109,0.6470588235294118,0.9473684210526315,0.7222222222222222,0.5263157894736842,0.4375
minimal_size_for_split=10,1,0.7222222222222222,0.8823529411764706,0.717948717948718,0.8421052631578947,0.5531914893617021,0.7058823529411765,0.6285714285714286,0.8571428571428571,0.7058823529411765,0.6451612903225806,0.7272727272727273
minimal_size_for_split=20,1,0.6388888888888888,0.8571428571428571,0.6111111111111112,0.5853658536585366,0.6285714285714286,0.6842105263157895,0.6470588235294118,0.8,0.5405405405405406,0.4375,0.5625
minimal_size_for_split=30,1,0.7333333333333333,0.918918918918919,0.7567567567567568,0.7441860465116279,0.6,0.7741935483870968,0.8125,0.8292682926829268,0.7368421052631579,0.6857142857142857,0.4444444444444444
minimal_size_for_split=40,1,0.6944444444444444,0.8571428571428571,0.5142857142857142,0.6,0.6470588235294118,0.7619047619047619,0.7368421052631579,0.8717948717948718,0.7777777777777778,0.65,0.45161290322580644
minimal_size_for_split=50,1,0.65,0.7096774193548387,0.625,0.8,0.5416666666666666,0.8235294117647058,0.6666666666666666,0.9411764705882353,0.6521739130434783,0.5128205128205128,0.3333333333333333
minimal_size_for_split=2,20,0.4666666666666667,0.2748091603053435,0.56,0.6153846153846154,0.56,0.7333333333333333,0.6666666666666666,0.43478260869565216,0.6153846153846154,0.43478260869565216,0.5
minimal_size_for_split=5,2,0.6833333333333333,0.7317073170731707,0.6857142857142857,0.5789473684210527,0.5789473684210527,0.6451612903225806,0.7428571428571429,0.8095238095238095,0.7428571428571429,0.6666666666666666,0.625
minimal_size_for_split=10,2,0.7666666666666667,0.9230769230769231,0.782608695652174,0.7027027027027027,0.6428571428571429,0.8125,0.6451612903225806,0.918918918918919,0.7368421052631579,0.7272727272727273,0.717948717948718
minimal_size_for_split=2,1,0.42777777777777776,0.2956521739130435,0.5384615384615384,0.34782608695652173,0.26666666666666666,0.6451612903225806,0.5384615384615384,0.7586206896551724,0.4166666666666667,0.38461538461538464,0.4666666666666667
minimal_size_for_split=20,2,0.7611111111111111,0.8205128205128205,0.7878787878787878,0.8648648648648649,0.6857142857142857,0.7058823529411765,0.6060606060606061,0.8095238095238095,0.8947368421052632,0.7058823529411765,0.6857142857142857
minimal_size_for_split=30,2,0.6333333333333333,0.5263157894736842,0.5365853658536586,0.8205128205128205,0.42424242424242425,0.6666666666666666,0.7878787878787878,0.8717948717948718,0.5925925925925926,0.5555555555555556,0.5
minimal_size_for_split=40,2,0.6611111111111111,0.7567567567567568,0.5263157894736842,0.7692307692307693,0.8,0.6470588235294118,0.5833333333333334,0.8333333333333334,0.6060606060606061,0.48484848484848486,0.5925925925925926
minimal_size_for_split=50,2,0.6666666666666666,0.918918918918919,0.5641025641025641,0.6829268292682927,0.6857142857142857,0.5945945945945946,0.6111111111111112,0.918918918918919,0.4375,0.5945945945945946,0.6206896551724138
minimal_size_for_split=5,5,0.8555555555555555,0.8780487804878049,0.8333333333333334,0.8571428571428571,0.9142857142857143,0.9090909090909091,0.8823529411764706,0.972972972972973,0.8717948717948718,0.7647058823529411,0.6666666666666666
minimal_size_for_split=10,5,0.85,1.0,0.8823529411764706,0.8205128205128205,0.7777777777777778,0.8888888888888888,0.8,0.9473684210526315,0.8823529411764706,0.7878787878787878,0.717948717948718
minimal_size_for_split=20,5,0.8722222222222222,0.9411764705882353,0.8333333333333334,0.8421052631578947,0.9444444444444444,0.8823529411764706,0.8108108108108109,0.9473684210526315,0.8235294117647058,0.8421052631578947,0.8571428571428571
minimal_size_for_split=30,5,0.8444444444444444,0.9714285714285714,0.6842105263157895,0.9142857142857143,0.85,0.8823529411764706,0.8235294117647058,0.8780487804878049,0.8717948717948718,0.7878787878787878,0.7741935483870968
minimal_size_for_split=40,5,0.85,0.9714285714285714,0.8421052631578947,0.8888888888888888,0.8108108108108109,0.8108108108108109,0.8648648648648649,1.0,0.8888888888888888,0.6666666666666666,0.75
minimal_size_for_split=50,5,0.8222222222222222,0.918918918918919,0.8235294117647058,0.8648648648648649,0.6666666666666666,0.8648648648648649,0.875,1.0,0.9444444444444444,0.7142857142857143,0.5555555555555556
minimal_size_for_split=2,2,0.46111111111111114,0.3008849557522124,0.8387096774193549,0.1,0.3333333333333333,0.7333333333333333,0.48,0.6666666666666666,0.6206896551724138,0.32,0.5333333333333333
minimal_size_for_split=2,20,0.5388888888888889,0.3050847457627119,0.5925925925925926,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.7741935483870968,0.7586206896551724,0.6666666666666666,0.5217391304347826,0.5
minimal_size_for_split=2,10,0.55,0.3157894736842105,0.5384615384615384,0.6153846153846154,0.7586206896551724,0.6153846153846154,0.56,0.7741935483870968,0.7586206896551724,0.5384615384615384,0.7142857142857143
minimal_size_for_split=20,10,0.9055555555555556,0.9444444444444444,0.918918918918919,0.9090909090909091,0.9142857142857143,0.9714285714285714,0.9411764705882353,0.9230769230769231,0.9,0.8108108108108109,0.8235294117647058
minimal_size_for_split=5,10,0.9277777777777778,1.0,0.8780487804878049,1.0,0.972972972972973,0.918918918918919,0.9090909090909091,0.972972972972973,0.918918918918919,0.8484848484848485,0.8484848484848485
minimal_size_for_split=40,10,0.8722222222222222,0.972972972972973,0.6285714285714286,0.9142857142857143,0.9444444444444444,0.9411764705882353,0.8648648648648649,0.8571428571428571,0.9714285714285714,0.7741935483870968,0.8421052631578947
minimal_size_for_split=30,10,0.9111111111111111,0.9714285714285714,0.8648648648648649,0.9473684210526315,0.918918918918919,0.9714285714285714,0.8947368421052632,0.9230769230769231,0.9411764705882353,0.8235294117647058,0.8484848484848485
minimal_size_for_split=10,10,0.9277777777777778,0.9714285714285714,0.9230769230769231,1.0,0.9444444444444444,0.9411764705882353,0.9444444444444444,0.972972972972973,0.9444444444444444,0.8,0.8387096774193549
minimal_size_for_split=50,10,0.8722222222222222,0.8888888888888888,0.7027027027027027,0.8947368421052632,0.9444444444444444,0.9090909090909091,0.8717948717948718,0.9,0.9142857142857143,0.7741935483870968,0.9142857142857143
minimal_size_for_split=10,20,0.9722222222222222,0.9714285714285714,0.972972972972973,1.0,1.0,0.9714285714285714,0.9714285714285714,0.972972972972973,1.0,0.918918918918919,0.9444444444444444
minimal_size_for_split=5,100,0.9666666666666667,0.972972972972973,1.0,1.0,0.9230769230769231,0.9714285714285714,0.972972972972973,0.972972972972973,1.0,0.9444444444444444,0.9090909090909091
minimal_size_for_split=30,20,0.9222222222222223,0.9444444444444444,0.8947368421052632,1.0,0.9444444444444444,0.9090909090909091,0.9411764705882353,0.9230769230769231,0.9473684210526315,0.8571428571428571,0.8571428571428571
minimal_size_for_split=20,20,0.9388888888888889,1.0,0.918918918918919,1.0,0.9714285714285714,0.972972972972973,0.8888888888888888,0.972972972972973,1.0,0.8571428571428571,0.8
minimal_size_for_split=40,20,0.8777777777777778,0.9714285714285714,0.8,0.9142857142857143,1.0,0.9090909090909091,0.8571428571428571,0.9473684210526315,0.9411764705882353,0.7142857142857143,0.7567567567567568
minimal_size_for_split=50,20,0.8888888888888888,0.9714285714285714,0.7058823529411765,0.9230769230769231,0.9714285714285714,0.9090909090909091,0.8888888888888888,0.9230769230769231,0.918918918918919,0.8,0.8648648648648649
minimal_size_for_split=5,20,0.9777777777777777,1.0,1.0,1.0,0.972972972972973,0.9714285714285714,0.9444444444444444,0.972972972972973,1.0,0.9714285714285714,0.9444444444444444
minimal_size_for_split=10,50,0.9555555555555556,1.0,0.972972972972973,1.0,1.0,0.9714285714285714,0.9444444444444444,0.972972972972973,0.9714285714285714,0.8421052631578947,0.8823529411764706
minimal_size_for_split=20,50,0.9611111111111111,0.9444444444444444,0.972972972972973,1.0,0.972972972972973,1.0,0.9714285714285714,0.9473684210526315,0.9714285714285714,0.8571428571428571,0.9714285714285714
minimal_size_for_split=30,50,0.9444444444444444,0.9714285714285714,0.918918918918919,1.0,1.0,1.0,0.9411764705882353,0.9473684210526315,0.9444444444444444,0.8421052631578947,0.8823529411764706
minimal_size_for_split=2,5,0.4888888888888889,0.2903225806451613,0.6666666666666666,0.56,0.6666666666666666,0.6153846153846154,0.3333333333333333,0.875,0.6153846153846154,0.43478260869565216,0.43478260869565216
minimal_size_for_split=50,50,0.9222222222222223,0.9714285714285714,0.8571428571428571,0.972972972972973,0.972972972972973,0.9142857142857143,0.8888888888888888,0.9473684210526315,0.972972972972973,0.8823529411764706,0.8333333333333334
minimal_size_for_split=40,50,0.9444444444444444,0.9473684210526315,0.9230769230769231,1.0,1.0,0.9090909090909091,0.9444444444444444,0.972972972972973,0.972972972972973,0.8235294117647058,0.9411764705882353
minimal_size_for_split=5,50,0.9888888888888889,1.0,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,0.972972972972973,1.0,1.0,0.9714285714285714
minimal_size_for_split=2,20,0.5666666666666667,0.3157894736842105,0.6153846153846154,0.7142857142857143,0.6153846153846154,0.7142857142857143,0.7333333333333333,0.7142857142857143,0.6666666666666666,0.45454545454545453,0.8387096774193549
minimal_size_for_split=20,100,0.9555555555555556,0.9714285714285714,0.918918918918919,1.0,1.0,0.9714285714285714,0.9714285714285714,0.9473684210526315,0.9714285714285714,0.8648648648648649,0.9444444444444444
minimal_size_for_split=10,100,0.9777777777777777,1.0,0.972972972972973,1.0,1.0,0.9714285714285714,0.9714285714285714,0.972972972972973,1.0,0.9444444444444444,0.9444444444444444
minimal_size_for_split=30,100,0.95,0.9714285714285714,0.8888888888888888,1.0,1.0,0.9411764705882353,0.9411764705882353,0.9473684210526315,0.972972972972973,0.918918918918919,0.918918918918919
minimal_size_for_split=40,100,0.95,0.972972972972973,0.918918918918919,1.0,1.0,0.9714285714285714,0.9411764705882353,0.9473684210526315,0.972972972972973,0.8571428571428571,0.9142857142857143
minimal_size_for_split=50,100,0.9222222222222223,0.9444444444444444,0.8421052631578947,0.972972972972973,1.0,0.9090909090909091,0.9411764705882353,0.972972972972973,0.972972972972973,0.8108108108108109,0.8571428571428571
minimal_size_for_split=5,1,0.75,0.7,0.7428571428571429,0.8571428571428571,0.8108108108108109,0.6875,0.7567567567567568,0.9411764705882353,0.8235294117647058,0.5405405405405406,0.6666666666666666
minimal_size_for_split=10,1,0.7277777777777777,0.8717948717948718,0.6470588235294118,0.7058823529411765,0.6111111111111112,0.8333333333333334,0.7647058823529411,0.9714285714285714,0.5142857142857142,0.4864864864864865,0.85
minimal_size_for_split=20,1,0.7388888888888889,0.7567567567567568,0.7272727272727273,0.8235294117647058,0.6829268292682927,0.9090909090909091,0.7,0.918918918918919,0.7567567567567568,0.5806451612903226,0.5405405405405406
minimal_size_for_split=30,1,0.7111111111111111,0.8292682926829268,0.42105263157894735,0.6666666666666666,0.6451612903225806,0.9090909090909091,0.85,0.9230769230769231,0.7272727272727273,0.4166666666666667,0.6153846153846154
minimal_size_for_split=40,1,0.7166666666666667,0.6842105263157895,0.6875,0.8333333333333334,0.7058823529411765,0.8095238095238095,0.6363636363636364,0.8823529411764706,0.7096774193548387,0.5294117647058824,0.6857142857142857
minimal_size_for_split=50,1,0.6666666666666666,0.8947368421052632,0.6190476190476191,0.5625,0.5,0.8,0.4444444444444444,0.8235294117647058,0.7692307692307693,0.6111111111111112,0.625
minimal_size_for_split=2,1,0.4166666666666667,0.3047619047619048,0.2608695652173913,0.48,0.2857142857142857,0.4444444444444444,0.5925925925925926,0.5925925925925926,0.5384615384615384,0.4,0.5238095238095238
minimal_size_for_split=5,2,0.7388888888888889,0.75,0.8333333333333334,0.7333333333333333,0.6842105263157895,0.7428571428571429,0.8888888888888888,0.9230769230769231,0.6470588235294118,0.5263157894736842,0.6470588235294118
minimal_size_for_split=10,2,0.75,0.8095238095238095,0.8292682926829268,0.75,0.6111111111111112,0.8,0.8333333333333334,0.8947368421052632,0.6285714285714286,0.6060606060606061,0.7027027027027027
minimal_size_for_split=20,2,0.7333333333333333,0.8372093023255814,0.7027027027027027,0.7317073170731707,0.5945945945945946,0.8235294117647058,0.6875,0.972972972972973,0.6666666666666666,0.5,0.7368421052631579
minimal_size_for_split=30,2,0.7166666666666667,0.9142857142857143,0.5365853658536586,0.875,0.5806451612903226,0.7027027027027027,0.8571428571428571,0.8372093023255814,0.7058823529411765,0.5945945945945946,0.5714285714285714
minimal_size_for_split=40,2,0.6666666666666666,0.7441860465116279,0.6190476190476191,0.8484848484848485,0.5625,0.7567567567567568,0.6666666666666666,0.875,0.7317073170731707,0.4666666666666667,0.35294117647058826
minimal_size_for_split=50,2,0.6777777777777778,0.8095238095238095,0.48,0.6341463414634146,0.5581395348837209,0.7647058823529411,0.7428571428571429,0.8947368421052632,0.75,0.5333333333333333,0.55
minimal_size_for_split=2,2,0.45555555555555555,0.30357142857142855,0.7741935483870968,0.6666666666666666,0.38461538461538464,0.25,0.5517241379310345,0.4166666666666667,0.5384615384615384,0.48,0.5555555555555556
minimal_size_for_split=2,10,0.5,0.2926829268292683,0.7333333333333333,0.56,0.56,0.6153846153846154,0.56,0.8387096774193549,0.6153846153846154,0.34782608695652173,0.5384615384615384
minimal_size_for_split=10,5,0.8944444444444445,0.9473684210526315,0.8235294117647058,0.9444444444444444,0.8947368421052632,0.9444444444444444,0.875,0.9473684210526315,0.9142857142857143,0.7777777777777778,0.8648648648648649
minimal_size_for_split=5,5,0.9222222222222223,0.972972972972973,0.9473684210526315,0.9,0.8484848484848485,0.9411764705882353,0.85,1.0,0.9411764705882353,0.8823529411764706,0.9411764705882353
minimal_size_for_split=20,5,0.8833333333333333,0.972972972972973,0.9230769230769231,0.9142857142857143,0.7777777777777778,0.8648648648648649,0.9142857142857143,0.9444444444444444,0.8888888888888888,0.7647058823529411,0.8571428571428571
minimal_size_for_split=30,5,0.8555555555555555,0.9411764705882353,0.7647058823529411,0.9142857142857143,0.8823529411764706,0.9473684210526315,0.875,0.9230769230769231,0.9411764705882353,0.6857142857142857,0.7111111111111111
minimal_size_for_split=40,5,0.8388888888888889,1.0,0.7567567567567568,0.8648648648648649,0.8888888888888888,0.8717948717948718,0.7692307692307693,0.972972972972973,0.6896551724137931,0.6451612903225806,0.8717948717948718
minimal_size_for_split=50,5,0.8555555555555555,0.972972972972973,0.6666666666666666,0.8947368421052632,0.8333333333333334,0.9473684210526315,0.8292682926829268,0.9473684210526315,0.7878787878787878,0.75,0.85
minimal_size_for_split=5,10,0.9666666666666667,1.0,0.9473684210526315,0.972972972972973,0.9411764705882353,0.9714285714285714,0.9473684210526315,1.0,0.9714285714285714,0.9142857142857143,1.0
minimal_size_for_split=5,100,0.9722222222222222,1.0,0.972972972972973,1.0,0.972972972972973,0.9714285714285714,0.9714285714285714,0.972972972972973,1.0,0.9444444444444444,0.9142857142857143
minimal_size_for_split=20,10,0.9111111111111111,1.0,0.8108108108108109,0.9230769230769231,0.8235294117647058,1.0,0.9411764705882353,1.0,0.8947368421052632,0.8387096774193549,0.8717948717948718
minimal_size_for_split=10,10,0.95,0.972972972972973,0.9444444444444444,0.9473684210526315,0.9411764705882353,0.9714285714285714,0.9714285714285714,0.972972972972973,0.9714285714285714,0.9090909090909091,0.9
minimal_size_for_split=40,10,0.8833333333333333,1.0,0.8888888888888888,0.8823529411764706,0.8333333333333334,0.8717948717948718,0.9473684210526315,0.9473684210526315,0.8571428571428571,0.6875,0.8888888888888888
minimal_size_for_split=30,10,0.9444444444444444,1.0,0.9142857142857143,1.0,0.8823529411764706,0.972972972972973,0.9714285714285714,0.972972972972973,0.972972972972973,0.8,0.9473684210526315
minimal_size_for_split=50,10,0.9222222222222223,1.0,0.8205128205128205,0.972972972972973,0.8484848484848485,0.972972972972973,1.0,0.9714285714285714,0.9411764705882353,0.7777777777777778,0.918918918918919
minimal_size_for_split=2,20,0.4888888888888889,0.28125,0.56,0.6153846153846154,0.5,0.7586206896551724,0.36363636363636365,0.7741935483870968,0.7857142857142857,0.43478260869565216,0.5
minimal_size_for_split=10,20,0.9722222222222222,1.0,0.9473684210526315,0.972972972972973,0.9714285714285714,1.0,1.0,1.0,1.0,0.8484848484848485,0.972972972972973
minimal_size_for_split=5,20,0.9777777777777777,1.0,0.972972972972973,1.0,0.9444444444444444,1.0,0.9714285714285714,1.0,1.0,0.9444444444444444,0.9444444444444444
minimal_size_for_split=20,20,0.9555555555555556,1.0,0.8571428571428571,0.972972972972973,0.9411764705882353,1.0,1.0,1.0,0.9714285714285714,0.8888888888888888,0.9230769230769231
minimal_size_for_split=30,20,0.9277777777777778,1.0,0.8571428571428571,0.972972972972973,0.8823529411764706,0.9714285714285714,0.972972972972973,1.0,0.9230769230769231,0.8125,0.8717948717948718
minimal_size_for_split=40,20,0.9277777777777778,1.0,0.8235294117647058,0.972972972972973,0.8571428571428571,0.972972972972973,0.9444444444444444,0.972972972972973,0.9444444444444444,0.8823529411764706,0.8947368421052632
minimal_size_for_split=50,20,0.9333333333333333,1.0,0.8235294117647058,0.972972972972973,0.8823529411764706,0.9714285714285714,0.9444444444444444,1.0,0.9230769230769231,0.8823529411764706,0.9230769230769231
minimal_size_for_split=2,5,0.5277777777777778,0.3050847457627119,0.6153846153846154,0.6451612903225806,0.6666666666666666,0.7142857142857143,0.5,0.8,0.56,0.43478260869565216,0.7142857142857143
minimal_size_for_split=10,50,0.9777777777777777,1.0,0.972972972972973,0.972972972972973,0.9411764705882353,1.0,1.0,1.0,0.972972972972973,0.9142857142857143,1.0
minimal_size_for_split=20,50,0.9833333333333333,1.0,0.9473684210526315,1.0,0.9714285714285714,1.0,1.0,1.0,1.0,0.9142857142857143,1.0
