k,accuracy,f1_0,f1_1,f1_2,f1_3,f1_4,f1_5,f1_6,f1_7,f1_8,f1_9
20,0.9833333333333333,1.0,0.9473684210526315,1.0,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9411764705882353,1.0
20,0.9720670391061452,1.0,0.9473684210526315,0.9696969696969697,0.9743589743589743,1.0,0.9714285714285714,0.972972972972973,1.0,0.9375,0.9444444444444444
20,0.9720670391061452,1.0,0.95,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9375,0.9444444444444444
20,0.9664804469273743,1.0,1.0,0.9696969696969697,0.9743589743589743,0.9411764705882353,0.972972972972973,1.0,0.9230769230769231,0.9714285714285714,0.9090909090909091
21,0.9666666666666667,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,0.972972972972973,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9411764705882353
21,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
21,0.9722222222222222,1.0,0.9473684210526315,1.0,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.9411764705882353,0.9142857142857143
21,0.9888888888888889,1.0,1.0,0.9714285714285714,1.0,0.9714285714285714,1.0,1.0,0.9714285714285714,0.972972972972973,1.0
21,0.9944444444444445,1.0,1.0,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9714285714285714,1.0
21,0.9722222222222222,0.972972972972973,0.9473684210526315,0.9714285714285714,1.0,1.0,0.9714285714285714,0.9714285714285714,1.0,0.9142857142857143,0.972972972972973
21,0.9833333333333333,1.0,0.9473684210526315,1.0,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9411764705882353,1.0
21,0.9720670391061452,1.0,0.9473684210526315,0.9696969696969697,0.9743589743589743,1.0,0.9714285714285714,0.972972972972973,1.0,0.9375,0.9444444444444444
21,0.9720670391061452,1.0,0.95,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9375,0.9444444444444444
21,0.9608938547486033,1.0,1.0,0.9411764705882353,0.9743589743589743,0.9411764705882353,0.972972972972973,1.0,0.9230769230769231,0.9411764705882353,0.9090909090909091
22,0.9722222222222222,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,1.0,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9714285714285714
22,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
22,0.9722222222222222,1.0,0.9473684210526315,1.0,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.9411764705882353,0.9142857142857143
22,0.9833333333333333,1.0,0.972972972972973,1.0,1.0,0.9714285714285714,1.0,1.0,0.9444444444444444,0.9411764705882353,1.0
22,0.9944444444444445,1.0,1.0,1.0,1.0,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,1.0
22,0.9722222222222222,0.972972972972973,0.9473684210526315,0.9714285714285714,1.0,1.0,0.9714285714285714,0.9714285714285714,1.0,0.9142857142857143,0.972972972972973
22,0.9722222222222222,1.0,0.9473684210526315,0.9714285714285714,1.0,0.972972972972973,0.9411764705882353,1.0,1.0,0.9142857142857143,0.972972972972973
22,0.9664804469273743,1.0,0.9473684210526315,0.9696969696969697,0.95,1.0,0.9714285714285714,0.972972972972973,1.0,0.9032258064516129,0.9444444444444444
22,0.9720670391061452,1.0,0.95,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9375,0.9444444444444444
22,0.9608938547486033,1.0,1.0,0.9411764705882353,0.9743589743589743,0.9411764705882353,0.972972972972973,1.0,0.9230769230769231,0.9411764705882353,0.9090909090909091
23,0.9722222222222222,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,1.0,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9714285714285714
23,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
23,0.9777777777777777,1.0,0.9473684210526315,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,0.9411764705882353,0.9411764705882353
23,0.9833333333333333,1.0,0.9714285714285714,1.0,1.0,0.9714285714285714,1.0,0.9743589743589743,0.9444444444444444,0.9714285714285714,1.0
23,0.9944444444444445,1.0,1.0,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.9714285714285714,1.0
23,0.9722222222222222,0.972972972972973,0.9473684210526315,0.9714285714285714,1.0,1.0,0.9714285714285714,0.9714285714285714,1.0,0.9142857142857143,0.972972972972973
23,0.9833333333333333,1.0,0.9473684210526315,1.0,1.0,0.972972972972973,0.9714285714285714,1.0,1.0,0.9411764705882353,1.0
23,0.9664804469273743,1.0,0.9230769230769231,0.9696969696969697,0.95,1.0,0.9714285714285714,0.972972972972973,1.0,0.9032258064516129,0.9714285714285714
23,0.9664804469273743,1.0,0.95,0.9696969696969697,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9090909090909091,0.9444444444444444
23,0.9608938547486033,1.0,1.0,0.9411764705882353,0.9743589743589743,0.9411764705882353,0.972972972972973,1.0,0.9230769230769231,0.9411764705882353,0.9090909090909091
24,0.9722222222222222,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,1.0,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9714285714285714
24,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
24,0.9833333333333333,1.0,0.972972972972973,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,0.9411764705882353,0.9714285714285714
24,0.9722222222222222,1.0,0.9444444444444444,0.9714285714285714,1.0,0.9714285714285714,1.0,0.9743589743589743,0.9444444444444444,0.9142857142857143,1.0
24,0.9944444444444445,1.0,1.0,1.0,1.0,1.0,1.0,0.972972972972973,1.0,0.9714285714285714,1.0
24,0.9611111111111111,0.972972972972973,0.9473684210526315,0.9411764705882353,1.0,1.0,0.9714285714285714,0.9714285714285714,1.0,0.8571428571428571,0.9473684210526315
24,0.9777777777777777,1.0,0.9473684210526315,1.0,1.0,0.972972972972973,0.9411764705882353,1.0,1.0,0.9411764705882353,0.972972972972973
24,0.9664804469273743,1.0,0.9230769230769231,0.9696969696969697,0.95,1.0,0.9714285714285714,0.972972972972973,1.0,0.9032258064516129,0.9714285714285714
24,0.9720670391061452,1.0,0.95,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9375,0.9444444444444444
24,0.9608938547486033,1.0,1.0,0.9411764705882353,0.9743589743589743,0.9411764705882353,0.972972972972973,1.0,0.9230769230769231,0.9411764705882353,0.9090909090909091
25,0.9666666666666667,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,1.0,0.972972972972973,0.9230769230769231,0.9411764705882353,0.9411764705882353
25,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
25,0.9777777777777777,1.0,0.9473684210526315,1.0,0.9444444444444444,1.0,1.0,1.0,1.0,0.9411764705882353,0.9411764705882353
25,0.9666666666666667,1.0,0.918918918918919,0.9714285714285714,1.0,0.9714285714285714,1.0,0.9743589743589743,0.9444444444444444,0.8823529411764706,1.0
25,0.9888888888888889,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.972972972972973,1.0,0.9411764705882353,1.0
25,0.9666666666666667,0.972972972972973,0.9473684210526315,0.9411764705882353,1.0,1.0,0.9714285714285714,0.9714285714285714,1.0,0.8888888888888888,0.972972972972973
25,0.9777777777777777,1.0,0.9473684210526315,1.0,1.0,0.972972972972973,0.9411764705882353,1.0,1.0,0.9411764705882353,0.972972972972973
25,0.9664804469273743,1.0,0.9230769230769231,0.9696969696969697,0.95,1.0,0.9714285714285714,0.972972972972973,1.0,0.9032258064516129,0.9714285714285714
25,0.9720670391061452,1.0,0.95,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9375,0.9444444444444444
25,0.9608938547486033,1.0,1.0,0.9411764705882353,0.9743589743589743,0.9411764705882353,0.972972972972973,1.0,0.9230769230769231,0.9411764705882353,0.9090909090909091
26,0.9611111111111111,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,0.972972972972973,0.972972972972973,0.9230769230769231,0.9411764705882353,0.9090909090909091
26,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
26,0.9722222222222222,1.0,0.9473684210526315,1.0,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.9142857142857143,0.9411764705882353
26,0.9666666666666667,1.0,0.918918918918919,0.9714285714285714,1.0,0.9714285714285714,1.0,0.9743589743589743,0.9444444444444444,0.8823529411764706,1.0
26,0.9888888888888889,1.0,0.972972972972973,1.0,1.0,1.0,1.0,0.972972972972973,1.0,0.9411764705882353,1.0
26,0.9666666666666667,0.972972972972973,0.9473684210526315,0.9411764705882353,1.0,1.0,0.9714285714285714,0.9714285714285714,1.0,0.8888888888888888,0.972972972972973
26,0.9777777777777777,1.0,0.972972972972973,0.9714285714285714,1.0,0.972972972972973,0.9411764705882353,1.0,1.0,0.9444444444444444,0.972972972972973
26,0.9608938547486033,1.0,0.9230769230769231,0.9696969696969697,0.95,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9032258064516129,0.9411764705882353
26,0.9720670391061452,1.0,0.95,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9375,0.9444444444444444
26,0.9608938547486033,1.0,1.0,0.9411764705882353,0.9743589743589743,0.9411764705882353,0.972972972972973,1.0,0.9230769230769231,0.9411764705882353,0.9090909090909091
27,0.9722222222222222,0.9714285714285714,1.0,1.0,0.9714285714285714,0.9743589743589743,1.0,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9411764705882353
27,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
27,0.9722222222222222,1.0,0.9473684210526315,1.0,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.9142857142857143,0.9411764705882353
27,0.9666666666666667,1.0,0.918918918918919,0.9714285714285714,1.0,0.9714285714285714,1.0,0.9743589743589743,0.9444444444444444,0.8823529411764706,1.0
27,0.9777777777777777,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.972972972972973,0.972972972972973,0.9411764705882353,0.9411764705882353
27,0.9666666666666667,0.972972972972973,0.9473684210526315,0.9411764705882353,1.0,1.0,0.9714285714285714,0.9714285714285714,1.0,0.8888888888888888,0.972972972972973
27,0.9722222222222222,1.0,0.9473684210526315,0.9714285714285714,1.0,0.972972972972973,0.9411764705882353,1.0,1.0,0.9142857142857143,0.972972972972973
27,0.9608938547486033,1.0,0.9230769230769231,0.9696969696969697,0.95,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9032258064516129,0.9411764705882353
27,0.9720670391061452,1.0,0.95,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9375,0.9444444444444444
27,0.9553072625698324,1.0,1.0,0.9411764705882353,0.9473684210526315,0.9411764705882353,0.972972972972973,1.0,0.9473684210526315,0.9142857142857143,0.8823529411764706
28,0.9666666666666667,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,1.0,0.972972972972973,0.9230769230769231,0.9411764705882353,0.9411764705882353
28,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
28,0.9722222222222222,1.0,0.9473684210526315,1.0,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.9142857142857143,0.9411764705882353
28,0.9666666666666667,1.0,0.918918918918919,0.9714285714285714,1.0,0.9714285714285714,1.0,0.9743589743589743,0.9444444444444444,0.8823529411764706,1.0
28,0.9777777777777777,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.972972972972973,0.972972972972973,0.9411764705882353,0.9411764705882353
28,0.9611111111111111,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9714285714285714,1.0,0.9714285714285714,0.9714285714285714,1.0,0.8648648648648649,0.972972972972973
28,0.9722222222222222,1.0,0.9473684210526315,0.9714285714285714,1.0,0.972972972972973,0.9411764705882353,1.0,1.0,0.9142857142857143,0.972972972972973
28,0.9608938547486033,1.0,0.9230769230769231,0.9696969696969697,0.95,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9032258064516129,0.9411764705882353
28,0.9720670391061452,1.0,0.95,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9375,0.9444444444444444
28,0.9553072625698324,1.0,1.0,0.9411764705882353,0.9473684210526315,0.9411764705882353,0.972972972972973,1.0,0.9473684210526315,0.9142857142857143,0.8823529411764706
29,0.9722222222222222,0.9714285714285714,1.0,1.0,0.9714285714285714,0.9743589743589743,1.0,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9411764705882353
29,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
29,0.9666666666666667,1.0,0.918918918918919,0.972972972972973,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.9142857142857143,0.9411764705882353
29,0.9722222222222222,1.0,0.918918918918919,0.9714285714285714,1.0,0.9714285714285714,1.0,0.9743589743589743,0.9714285714285714,0.9142857142857143,1.0
29,0.9777777777777777,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.972972972972973,0.972972972972973,0.9411764705882353,0.9411764705882353
29,0.9611111111111111,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9714285714285714,1.0,0.9714285714285714,0.9714285714285714,1.0,0.8648648648648649,0.972972972972973
29,0.9722222222222222,1.0,0.9473684210526315,0.9714285714285714,1.0,0.972972972972973,0.9411764705882353,1.0,1.0,0.9142857142857143,0.972972972972973
29,0.9553072625698324,1.0,0.8947368421052632,0.9411764705882353,0.95,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9032258064516129,0.9411764705882353
29,0.9664804469273743,1.0,0.95,0.9696969696969697,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9090909090909091,0.9444444444444444
29,0.9553072625698324,1.0,1.0,0.9411764705882353,0.9473684210526315,0.9411764705882353,0.972972972972973,1.0,0.9473684210526315,0.9142857142857143,0.8823529411764706
30,0.9666666666666667,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,1.0,0.972972972972973,0.9230769230769231,0.9411764705882353,0.9411764705882353
30,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
30,0.9722222222222222,1.0,0.9473684210526315,1.0,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.9142857142857143,0.9411764705882353
30,0.9666666666666667,1.0,0.918918918918919,0.9714285714285714,1.0,0.9714285714285714,1.0,0.9743589743589743,0.9444444444444444,0.8823529411764706,1.0
30,0.9777777777777777,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.972972972972973,0.972972972972973,0.9411764705882353,0.9411764705882353
30,0.9611111111111111,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9714285714285714,1.0,0.9714285714285714,0.9714285714285714,1.0,0.8648648648648649,0.972972972972973
30,0.9666666666666667,1.0,0.9473684210526315,0.9714285714285714,1.0,0.972972972972973,0.9411764705882353,1.0,0.972972972972973,0.9142857142857143,0.9444444444444444
30,0.9553072625698324,1.0,0.8947368421052632,0.9411764705882353,0.95,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9032258064516129,0.9411764705882353
30,0.9664804469273743,1.0,0.95,0.9696969696969697,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9090909090909091,0.9444444444444444
30,0.9497206703910615,1.0,1.0,0.9411764705882353,0.9473684210526315,0.9411764705882353,0.972972972972973,1.0,0.9473684210526315,0.8888888888888888,0.8484848484848485
31,0.9722222222222222,0.9714285714285714,1.0,1.0,0.9714285714285714,0.9743589743589743,1.0,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9411764705882353
31,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
31,0.9611111111111111,1.0,0.918918918918919,0.9444444444444444,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.8888888888888888,0.9411764705882353
31,0.9611111111111111,1.0,0.918918918918919,0.9444444444444444,0.9714285714285714,0.9714285714285714,1.0,0.9743589743589743,0.9444444444444444,0.8823529411764706,1.0
31,0.9777777777777777,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.972972972972973,0.972972972972973,0.9411764705882353,0.9411764705882353
31,0.9611111111111111,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9714285714285714,1.0,0.9714285714285714,0.9714285714285714,1.0,0.8648648648648649,0.972972972972973
31,0.9722222222222222,1.0,0.9473684210526315,0.9714285714285714,1.0,0.972972972972973,0.9411764705882353,1.0,1.0,0.9142857142857143,0.972972972972973
31,0.9553072625698324,1.0,0.8947368421052632,0.9411764705882353,0.95,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9032258064516129,0.9411764705882353
31,0.9664804469273743,1.0,0.95,0.9696969696969697,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9090909090909091,0.9444444444444444
31,0.9497206703910615,1.0,1.0,0.9411764705882353,0.9473684210526315,0.9411764705882353,0.972972972972973,1.0,0.9473684210526315,0.8888888888888888,0.8484848484848485
32,0.9666666666666667,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,1.0,0.972972972972973,0.9230769230769231,0.9411764705882353,0.9411764705882353
32,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
32,0.9611111111111111,1.0,0.918918918918919,0.9444444444444444,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.8888888888888888,0.9411764705882353
32,0.9611111111111111,1.0,0.918918918918919,0.9142857142857143,0.9714285714285714,0.9714285714285714,1.0,0.9743589743589743,0.9714285714285714,0.8888888888888888,1.0
32,0.9777777777777777,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.972972972972973,0.972972972972973,0.9411764705882353,0.9411764705882353
32,0.9611111111111111,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9714285714285714,1.0,0.9714285714285714,0.9714285714285714,1.0,0.8648648648648649,0.972972972972973
32,0.9777777777777777,1.0,0.972972972972973,1.0,1.0,0.972972972972973,0.9411764705882353,1.0,0.972972972972973,0.9714285714285714,0.9444444444444444
32,0.9553072625698324,1.0,0.8947368421052632,0.9411764705882353,0.95,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9032258064516129,0.9411764705882353
32,0.9664804469273743,1.0,0.95,0.9696969696969697,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9090909090909091,0.9444444444444444
32,0.9553072625698324,1.0,1.0,0.9411764705882353,0.9473684210526315,0.9411764705882353,0.972972972972973,1.0,0.9473684210526315,0.9142857142857143,0.8823529411764706
33,0.9666666666666667,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,1.0,0.972972972972973,0.9230769230769231,0.9411764705882353,0.9411764705882353
33,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
33,0.9611111111111111,1.0,0.918918918918919,0.9444444444444444,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.8888888888888888,0.9411764705882353
33,0.9611111111111111,1.0,0.918918918918919,0.9411764705882353,1.0,0.9714285714285714,1.0,0.9743589743589743,0.9444444444444444,0.8571428571428571,1.0
33,0.9777777777777777,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.972972972972973,0.972972972972973,0.9411764705882353,0.9411764705882353
33,0.9611111111111111,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9714285714285714,1.0,0.9714285714285714,0.9714285714285714,1.0,0.8648648648648649,0.972972972972973
33,0.9777777777777777,1.0,0.972972972972973,1.0,1.0,0.972972972972973,0.9411764705882353,1.0,0.972972972972973,0.9714285714285714,0.9444444444444444
33,0.9553072625698324,1.0,0.8947368421052632,0.9411764705882353,0.95,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9032258064516129,0.9411764705882353
33,0.9664804469273743,1.0,0.95,0.9696969696969697,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9090909090909091,0.9444444444444444
33,0.9553072625698324,1.0,1.0,0.9411764705882353,0.9473684210526315,0.9411764705882353,0.972972972972973,1.0,0.9473684210526315,0.9142857142857143,0.8823529411764706
34,0.9666666666666667,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,1.0,0.972972972972973,0.9230769230769231,0.9411764705882353,0.9411764705882353
34,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
34,0.9611111111111111,1.0,0.918918918918919,0.9444444444444444,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.8888888888888888,0.9411764705882353
34,0.9722222222222222,1.0,0.918918918918919,0.9714285714285714,1.0,0.9714285714285714,1.0,0.9743589743589743,0.9714285714285714,0.9142857142857143,1.0
34,0.9777777777777777,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.972972972972973,0.972972972972973,0.9411764705882353,0.9411764705882353
34,0.9611111111111111,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9714285714285714,1.0,0.9714285714285714,0.9714285714285714,1.0,0.8648648648648649,0.972972972972973
34,0.9777777777777777,1.0,0.972972972972973,1.0,1.0,0.972972972972973,0.9411764705882353,1.0,0.972972972972973,0.9714285714285714,0.9444444444444444
34,0.9553072625698324,1.0,0.8947368421052632,0.9411764705882353,0.95,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9032258064516129,0.9411764705882353
34,0.9664804469273743,1.0,0.95,0.9696969696969697,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9090909090909091,0.9444444444444444
34,0.9553072625698324,1.0,1.0,0.9411764705882353,0.9473684210526315,0.9411764705882353,0.972972972972973,1.0,0.9473684210526315,0.9142857142857143,0.8823529411764706
35,0.9611111111111111,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,0.9714285714285714,0.972972972972973,0.9230769230769231,0.9411764705882353,0.9142857142857143
35,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
35,0.9611111111111111,1.0,0.918918918918919,0.9444444444444444,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.8888888888888888,0.9411764705882353
35,0.9611111111111111,1.0,0.918918918918919,0.9411764705882353,1.0,0.9714285714285714,1.0,0.9743589743589743,0.9444444444444444,0.8571428571428571,1.0
35,0.9777777777777777,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.972972972972973,0.972972972972973,0.9411764705882353,0.9411764705882353
35,0.9611111111111111,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9714285714285714,1.0,0.9714285714285714,0.9714285714285714,1.0,0.8648648648648649,0.972972972972973
35,0.9722222222222222,1.0,0.972972972972973,0.9714285714285714,1.0,0.972972972972973,0.9411764705882353,1.0,0.972972972972973,0.9444444444444444,0.9444444444444444
35,0.9553072625698324,1.0,0.8947368421052632,0.9142857142857143,0.9743589743589743,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9032258064516129,0.9411764705882353
35,0.9664804469273743,1.0,0.95,0.9696969696969697,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9090909090909091,0.9444444444444444
35,0.9553072625698324,1.0,1.0,0.9411764705882353,0.9473684210526315,0.9411764705882353,0.972972972972973,1.0,0.9473684210526315,0.9142857142857143,0.8823529411764706
36,0.9611111111111111,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,0.9714285714285714,0.972972972972973,0.9230769230769231,0.9411764705882353,0.9142857142857143
36,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
36,0.9555555555555556,1.0,0.8947368421052632,0.9444444444444444,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.8888888888888888,0.9090909090909091
36,0.9611111111111111,1.0,0.918918918918919,0.9411764705882353,1.0,0.9714285714285714,1.0,0.9743589743589743,0.9444444444444444,0.8571428571428571,1.0
36,0.9777777777777777,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.972972972972973,0.972972972972973,0.9411764705882353,0.9411764705882353
36,0.9611111111111111,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9714285714285714,1.0,0.9714285714285714,0.9714285714285714,1.0,0.8648648648648649,0.972972972972973
36,0.9777777777777777,1.0,0.972972972972973,1.0,1.0,0.972972972972973,0.9411764705882353,1.0,0.972972972972973,0.9714285714285714,0.9444444444444444
36,0.9608938547486033,1.0,0.8947368421052632,0.9142857142857143,1.0,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9032258064516129,0.9714285714285714
36,0.9664804469273743,1.0,0.95,0.9696969696969697,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9090909090909091,0.9444444444444444
36,0.9497206703910615,1.0,1.0,0.9411764705882353,0.9473684210526315,0.9411764705882353,0.972972972972973,1.0,0.9230769230769231,0.9142857142857143,0.8484848484848485
37,0.9611111111111111,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,0.9714285714285714,0.972972972972973,0.9230769230769231,0.9411764705882353,0.9142857142857143
37,0.9833333333333333,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.95,1.0,1.0,0.9696969696969697,0.9714285714285714
37,0.9611111111111111,1.0,0.918918918918919,0.9444444444444444,0.9444444444444444,0.9714285714285714,1.0,1.0,1.0,0.8888888888888888,0.9411764705882353
37,0.9611111111111111,1.0,0.918918918918919,0.9411764705882353,1.0,0.9714285714285714,1.0,0.9743589743589743,0.9444444444444444,0.8571428571428571,1.0
37,0.9777777777777777,1.0,0.9473684210526315,1.0,1.0,1.0,1.0,0.972972972972973,0.972972972972973,0.9411764705882353,0.9411764705882353
37,0.9555555555555556,0.972972972972973,0.9473684210526315,0.9411764705882353,0.9714285714285714,1.0,0.9444444444444444,0.9714285714285714,1.0,0.8333333333333334,0.972972972972973
37,0.9777777777777777,1.0,0.972972972972973,1.0,1.0,0.972972972972973,0.9411764705882353,1.0,0.972972972972973,0.9714285714285714,0.9444444444444444
37,0.9553072625698324,1.0,0.8947368421052632,0.9142857142857143,0.9743589743589743,1.0,0.9714285714285714,0.972972972972973,0.972972972972973,0.9032258064516129,0.9411764705882353
37,0.9664804469273743,1.0,0.95,0.9696969696969697,0.972972972972973,1.0,0.9714285714285714,1.0,0.9473684210526315,0.9090909090909091,0.9444444444444444
37,0.9497206703910615,1.0,1.0,0.9411764705882353,0.9473684210526315,0.9411764705882353,0.972972972972973,1.0,0.9230769230769231,0.9142857142857143,0.8484848484848485
38,0.9611111111111111,0.9714285714285714,1.0,1.0,0.9411764705882353,0.9743589743589743,0.9714285714285714,0.972972972972973,0.9230769230769231,0.9411764705882353,0.9142857142857143
38,0.9777777777777777,1.0,0.972972972972973,1.0,0.9714285714285714,1.0,0.926829268292683,1.0,1.0,0.9375,0.9714285714285714
